station_no,station_id,station_name,ts_id,ts_name,ts_shortname,stationparameter_name,stationparameter_longname,ts_unitname,ts_unitsymbol,ts_unitname_abs,ts_unitsymbol_abs,parametertype_id,parametertype_name,ts_type_name,ts_type_id,station_latitude,station_longitude,station_carteasting,station_cartnorthing,station_local_x,station_local_y,station_georefsystem,ts_density,ts_exchange,station_longname,stationparameter_no,ts_utcoffset,ts_path,site_id,site_no,site_name,catchment_id,catchment_no,catchment_name,ts_spacing,stationparameter_id,ts_clientvalue1,ts_clientvalue2,ts_clientvalue3,ts_clientvalue4,ts_clientvalue5,ts_clientvalue6,ts_clientvalue7,ts_clientvalue8,ts_clientvalue9, ts_clientvalue10
328778 ,40056, Lathrisk  Home  Obs  BH ,62902010,HydrologicalYear.Max,HYear.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,56.26212819,-3.172497243,327468.000796704,708355.000371002,-353160.777633824,7610775.92144529, Web  Mercator ,1,,,GWL,0,1/328778/GWL/HYear.Max,162620,1,Stations,277177,14, Firth  of  Tay  Group ,P1Y,40057,,,,,,,,cb46f955-c3f5-4229-8604-97bb88ac9370,, 
328778 ,40056, Lathrisk  Home  Obs  BH ,62908010,Month.Max,CMonth.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,56.26212819,-3.172497243,327468.000796704,708355.000371002,-353160.777633824,7610775.92144529, Web  Mercator ,12,,,GWL,0,1/328778/GWL/CMonth.Max,162620,1,Stations,277177,14, Firth  of  Tay  Group ,P1M,40057,,,,,,,,5edef5ed-4288-451c-a3db-97d8786d49d4,, 
328778 ,40056, Lathrisk  Home  Obs  BH ,62909010,Month.Mean,CMonth.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.26212819,-3.172497243,327468.000796704,708355.000371002,-353160.777633824,7610775.92144529, Web  Mercator ,12,,,GWL,0,1/328778/GWL/CMonth.Mean,162620,1,Stations,277177,14, Firth  of  Tay  Group ,P1M,40057,,,,,,,,c15f9e7e-687f-4070-90cc-fbecc7264278,, 
328782 ,40060, Sheills  Obs  BH ,62911010,CalendarYear.Max,CYear.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,56.26759627,-3.160506252,328221.000812118,708950.999833135,-351825.946621598,7611871.98502934, Web  Mercator ,1,,,GWL,0,1/328782/GWL/CYear.Max,162620,1,Stations,277177,14, Firth  of  Tay  Group ,P1Y,40061,,,,,,,,e03bd497-6429-4d9d-a71b-668b82361cb1,, 
328782 ,40060, Sheills  Obs  BH ,62913010,CalendarYear.Min,CYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,56.26759627,-3.160506252,328221.000812118,708950.999833135,-351825.946621598,7611871.98502934, Web  Mercator ,1,,,GWL,0,1/328782/GWL/CYear.Min,162620,1,Stations,277177,14, Firth  of  Tay  Group ,P1Y,40061,,,,,,,,71c23234-90eb-4f5e-9fcb-e6b308daadac,, 
328782 ,40060, Sheills  Obs  BH ,62915010,Day.Mean,CDay.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.26759627,-3.160506252,328221.000812118,708950.999833135,-351825.946621598,7611871.98502934, Web  Mercator ,365,,,GWL,0,1/328782/GWL/CDay.Mean,162620,1,Stations,277177,14, Firth  of  Tay  Group ,P1D,40061,,,,,,,,ac2cb593-4d47-4b5a-92c9-fcdd2e325a8d,, 
328782 ,40060, Sheills  Obs  BH ,62922010,LongTermValue.Month.Mean,LTV.CMonth.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.26759627,-3.160506252,328221.000812118,708950.999833135,-351825.946621598,7611871.98502934, Web  Mercator ,12,,,GWL,0,1/328782/GWL/LTV.CMonth.Mean,162620,1,Stations,277177,14, Firth  of  Tay  Group ,P1M,40061,,,,,,,,2b6d127f-9bb0-4b31-a3d0-d7d18d04eb63,, 
328782 ,40060, Sheills  Obs  BH ,62924010,Month.Max,CMonth.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,56.26759627,-3.160506252,328221.000812118,708950.999833135,-351825.946621598,7611871.98502934, Web  Mercator ,12,,,GWL,0,1/328782/GWL/CMonth.Max,162620,1,Stations,277177,14, Firth  of  Tay  Group ,P1M,40061,,,,,,,,6cf85bb5-4277-43d5-a862-06ef92500b75,, 
331473 ,40064, Roseisle  Maltings ,62935010,HydrologicalYear.Mean,HYear.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,57.66877427,-3.472586537,312255.000741837,865275.999759969,-386566.565034417,7898056.8575927, Web  Mercator ,1,,,GWL,0,1/331473/GWL/HYear.Mean,162620,1,Stations,0,,---,P1Y,40065,,,,,,,,08366c80-4fd0-4794-ab6b-06e310575f7e,, 
335201 ,40068, Scottish  Seafarms  BH2 ,62952010,HydrologicalYear.Min,HYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,57.46178266,-4.486777359,250924.000730454,844008.000446795,-499465.770906669,7855094.65913912, Web  Mercator ,1,,,GWL,0,1/335201/GWL/HYear.Min,162620,1,Stations,277155,5,Beauly,P1Y,40069,,,,,,,,247bba4c-a129-4fa8-86e2-18f950fa254f,, 
335201 ,40068, Scottish  Seafarms  BH2 ,62958010,Month.Min,CMonth.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,57.46178266,-4.486777359,250924.000730454,844008.000446795,-499465.770906669,7855094.65913912, Web  Mercator ,12,,,GWL,0,1/335201/GWL/CMonth.Min,162620,1,Stations,277155,5,Beauly,P1M,40069,,,,,,,,7925e0b7-9b72-4672-ab44-62bb3aef588a,, 
335655 ,40090,Scotlandwell,62964010,Day.Min,CDay.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,56.19992436,-3.306941917,319009.000798751,701581.999987671,-368127.090283372,7598318.32314406, Web  Mercator ,365,,,GWL,0,1/335655/GWL/CDay.Min,162620,1,Stations,0,,---,P1D,40091,,,,,,,,cfcb5954-3db8-4df2-9f79-12d954643bc5,, 
335655 ,40090,Scotlandwell,62968010,HydrologicalYear.Min,HYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,56.19992436,-3.306941917,319009.000798751,701581.999987671,-368127.090283372,7598318.32314406, Web  Mercator ,1,,,GWL,0,1/335655/GWL/HYear.Min,162620,1,Stations,0,,---,P1Y,40091,,,,,,,,e3b679ab-872f-4f99-96e0-17f8b303c68e,, 
335655 ,40090,Scotlandwell,62972010,Month.Max,CMonth.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,56.19992436,-3.306941917,319009.000798751,701581.999987671,-368127.090283372,7598318.32314406, Web  Mercator ,12,,,GWL,0,1/335655/GWL/CMonth.Max,162620,1,Stations,0,,---,P1M,40091,,,,,,,,99e9236b-e2ac-4d0e-9a98-3ce33c665d6b,, 
335659 ,40094, East  Lathrisk  Borehole ,62980010,Day.Min,CDay.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,56.25925553,-3.157913027,328366.00076573,708019.999841775,-351537.270135085,7610200.16635843, Web  Mercator ,365,,,GWL,0,1/335659/GWL/CDay.Min,162620,1,Stations,0,,---,P1D,40095,,,,,,,,ada66dbe-fe4a-4063-96d1-181d870db47e,, 
335659 ,40094, East  Lathrisk  Borehole ,62990010,Month.Min,CMonth.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,56.25925553,-3.157913027,328366.00076573,708019.999841775,-351537.270135085,7610200.16635843, Web  Mercator ,12,,,GWL,0,1/335659/GWL/CMonth.Min,162620,1,Stations,0,,---,P1M,40095,,,,,,,,498b94d3-a382-4555-8da0-f90feb5ff2c4,, 
335798 ,40100,Rhynie,63001010,LongTermValue.Month.Max,LTV.CMonth.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,57.33512153,-2.830209837,350119.000787729,827482.00008799,-315057.517892954,7828925.32294904, Web  Mercator ,12,,,GWL,0,1/335798/GWL/LTV.CMonth.Max,162620,1,Stations,0,,---,P1M,40101,,,,,,,,f0b2243e-4c7a-4f14-bd13-3f93a0a64d9a,, 
335798 ,40100,Rhynie,63003010,LongTermValues.Month.Min,LTV.CMonth.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,57.33512153,-2.830209837,350119.000787729,827482.00008799,-315057.517892954,7828925.32294904, Web  Mercator ,12,,,GWL,0,1/335798/GWL/LTV.CMonth.Min,162620,1,Stations,0,,---,P1M,40101,,,,,,,,4458956c-ab5a-4154-8c83-e1dba8c03d6e,, 
335798 ,40100,Rhynie,63004010,Month.Max,CMonth.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,57.33512153,-2.830209837,350119.000787729,827482.00008799,-315057.517892954,7828925.32294904, Web  Mercator ,12,,,GWL,0,1/335798/GWL/CMonth.Max,162620,1,Stations,0,,---,P1M,40101,,,,,,,,751c9e56-0b03-4da4-870d-2f94eaac5bf0,, 
335798 ,40100,Rhynie,63006010,Month.Min,CMonth.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,57.33512153,-2.830209837,350119.000787729,827482.00008799,-315057.517892954,7828925.32294904, Web  Mercator ,12,,,GWL,0,1/335798/GWL/CMonth.Min,162620,1,Stations,0,,---,P1M,40101,,,,,,,,9cb2d88f-3468-411f-ba7a-7669f534353a,, 
336398 ,40115, Annan  (Creca) ,63008010,CalendarYear.Mean,CYear.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,55.02782941,-3.222506029,321950.000760753,571049.999458275,-358727.730226534,7367269.10846132, Web  Mercator ,1,,,GWL,0,1/336398/GWL/CYear.Mean,162620,1,Stations,0,,---,P1Y,40116,,,,,,,,0ba1ad09-1b06-4d65-8d87-8b80a0992e80,, 
336398 ,40115, Annan  (Creca) ,63020010,Month.Max,CMonth.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,55.02782941,-3.222506029,321950.000760753,571049.999458275,-358727.730226534,7367269.10846132, Web  Mercator ,12,,,GWL,0,1/336398/GWL/CMonth.Max,162620,1,Stations,0,,---,P1M,40116,,,,,,,,0a3809b0-d7db-4a79-9948-59db28c03313,, 
336403 ,40119, Gretna  (Douglas  Tanks) ,63030010,HydrologicalYear.Max,HYear.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,55.013004,-3.079745767,331050.000803272,569250.00011805,-342835.73055518,7364390.33343269, Web  Mercator ,1,,,GWL,0,1/336403/GWL/HYear.Max,162620,1,Stations,0,,---,P1Y,40120,,,,,,,,0ee70242-8730-4c02-b496-5404fa341096,, 
336403 ,40119, Gretna  (Douglas  Tanks) ,63035010,LongTermValues.Month.Min,LTV.CMonth.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,55.013004,-3.079745767,331050.000803272,569250.00011805,-342835.73055518,7364390.33343269, Web  Mercator ,12,,,GWL,0,1/336403/GWL/LTV.CMonth.Min,162620,1,Stations,0,,---,P1M,40120,,,,,,,,ddf50b0f-1d37-41b0-b821-2098a13af4de,, 
336403 ,40119, Gretna  (Douglas  Tanks) ,63038010,Month.Min,CMonth.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,55.013004,-3.079745767,331050.000803272,569250.00011805,-342835.73055518,7364390.33343269, Web  Mercator ,12,,,GWL,0,1/336403/GWL/CMonth.Min,162620,1,Stations,0,,---,P1M,40120,,,,,,,,a7205b1e-3073-4dfc-a918-45014fe83c4e,, 
336411 ,40123,Holywood,63045010,Hour,Hour.Cmd,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,cmd,6010,55.11917667,-3.632986265,295950.00077969,581749.999927608,-404422.181078757,7385030.31400511, Web  Mercator ,8760,,,GWL,0,1/336411/GWL/Hour.Cmd,162620,1,Stations,0,,---,PT1H,40124,,,,,,,,1921bcb4-e14c-4e51-9c2b-2ce722b4d9dd,, 
336411 ,40123,Holywood,63046010,HydrologicalYear.Max,HYear.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,55.11917667,-3.632986265,295950.00077969,581749.999927608,-404422.181078757,7385030.31400511, Web  Mercator ,1,,,GWL,0,1/336411/GWL/HYear.Max,162620,1,Stations,0,,---,P1Y,40124,,,,,,,,d64963b9-22e4-429e-bcfb-5bbdddbb8dd8,, 
336411 ,40123,Holywood,63049010,LongTermValue.Month.Max,LTV.CMonth.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,55.11917667,-3.632986265,295950.00077969,581749.999927608,-404422.181078757,7385030.31400511, Web  Mercator ,12,,,GWL,0,1/336411/GWL/LTV.CMonth.Max,162620,1,Stations,0,,---,P1M,40124,,,,,,,,5392025b-8fb8-4967-b911-41874cc48989,, 
336419 ,40127,Lochmaben,63061010,Hour,Hour.Cmd,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,cmd,6010,55.13661823,-3.462704212,306850.000780682,583450.000342347,-385466.469647564,7388426.19961544, Web  Mercator ,8760,,,GWL,0,1/336419/GWL/Hour.Cmd,162620,1,Stations,0,,---,PT1H,40128,,,,,,,,490dcfad-80d6-4f02-85a8-90abcedd2022,, 
336419 ,40127,Lochmaben,63064010,HydrologicalYear.Min,HYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,55.13661823,-3.462704212,306850.000780682,583450.000342347,-385466.469647564,7388426.19961544, Web  Mercator ,1,,,GWL,0,1/336419/GWL/HYear.Min,162620,1,Stations,0,,---,P1Y,40128,,,,,,,,e658719e-9cf1-43f0-9840-e95d12220a69,, 
336432 ,40135, Milton  Farm  BH  -  Moffat ,63089010,CalendarYear.Min,CYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,55.29252607,-3.42591332,309550.000789695,600749.999446752,-381370.926284293,7418847.69967382, Web  Mercator ,1,,,GWL,0,1/336432/GWL/CYear.Min,162620,1,Stations,0,,---,P1Y,40136,,,,,,,,f4bdcebb-5e42-4f49-b0a2-dc767b50c5bd,, 
336432 ,40135, Milton  Farm  BH  -  Moffat ,63096010,HydrologicalYear.Min,HYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,55.29252607,-3.42591332,309550.000789695,600749.999446752,-381370.926284293,7418847.69967382, Web  Mercator ,1,,,GWL,0,1/336432/GWL/HYear.Min,162620,1,Stations,0,,---,P1Y,40136,,,,,,,,c9f9a699-704d-4b5a-b353-fc76e1b54d63,, 
336511 ,40140, Dipple  Z ,63106010,Day.Max,CDay.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,57.61357805,-3.110542889,333750.000788894,858719.999708345,-346264.050494118,7886576.68496997, Web  Mercator ,365,,,GWL,0,1/336511/GWL/CDay.Max,162620,1,Stations,0,,---,P1D,40141,,,,,,,,b8d2fcb6-b08e-445d-ab6c-6c44a8c7a0e0,, 
336511 ,40140, Dipple  Z ,63113010,LongTermValue.Month.Max,LTV.CMonth.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,57.61357805,-3.110542889,333750.000788894,858719.999708345,-346264.050494118,7886576.68496997, Web  Mercator ,12,,,GWL,0,1/336511/GWL/LTV.CMonth.Max,162620,1,Stations,0,,---,P1M,40141,,,,,,,,2244a092-7688-4409-9dda-c349dea50cf8,, 
336516 ,40144, Dipple  E ,63125010,Hour,Hour.Cmd,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,cmd,6010,57.60529499,-3.132882453,332400.000752035,857819.999588362,-348750.879383142,7884855.40972417, Web  Mercator ,8760,,,GWL,0,1/336516/GWL/Hour.Cmd,162620,1,Stations,0,,---,PT1H,40145,,,,,,,,cb54b9a7-300b-4ff3-af53-4087fa1b479d,, 
336517 ,40148, Dipple  G ,63135010,CalendarYear.Max,CYear.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,57.61186846,-3.121035659,333120.000777483,858539.999711772,-347432.100307529,7886221.38861184, Web  Mercator ,1,,,GWL,0,1/336517/GWL/CYear.Max,162620,1,Stations,0,,---,P1Y,40149,,,,,,,,a2b9ad2c-5294-4fb4-9e59-4ff1772daca6,, 
336517 ,40148, Dipple  G ,63138010,Day.Max,CDay.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,57.61186846,-3.121035659,333120.000777483,858539.999711772,-347432.100307529,7886221.38861184, Web  Mercator ,365,,,GWL,0,1/336517/GWL/CDay.Max,162620,1,Stations,0,,---,P1D,40149,,,,,,,,609a30a6-2183-444d-911f-c7fdc3520859,, 
336517 ,40148, Dipple  G ,63141010,Hour,Hour.Cmd,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,cmd,6010,57.61186846,-3.121035659,333120.000777483,858539.999711772,-347432.100307529,7886221.38861184, Web  Mercator ,8760,,,GWL,0,1/336517/GWL/Hour.Cmd,162620,1,Stations,0,,---,PT1H,40149,,,,,,,,0f5bcaec-322d-454d-be6d-b587f4030464,, 
336517 ,40148, Dipple  G ,63150010,Month.Min,CMonth.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,57.61186846,-3.121035659,333120.000777483,858539.999711772,-347432.100307529,7886221.38861184, Web  Mercator ,12,,,GWL,0,1/336517/GWL/CMonth.Min,162620,1,Stations,0,,---,P1M,40149,,,,,,,,11d640fe-b479-4e37-9f32-fbb72aa87b72,, 
336518 ,40152, Dipple  XD ,63151010,CalendarYear.Max,CYear.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,57.61401237,-3.112230036,333650.000775416,858770.000091786,-346451.862839051,7886666.95039377, Web  Mercator ,1,,,GWL,0,1/336518/GWL/CYear.Max,162620,1,Stations,0,,---,P1Y,40153,,,,,,,,e3fa6d87-3722-41ab-87f1-4d6e1a0e1d32,, 
336518 ,40152, Dipple  XD ,63152010,CalendarYear.Mean,CYear.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,57.61401237,-3.112230036,333650.000775416,858770.000091786,-346451.862839051,7886666.95039377, Web  Mercator ,1,,,GWL,0,1/336518/GWL/CYear.Mean,162620,1,Stations,0,,---,P1Y,40153,,,,,,,,fd9f0167-77cc-4dbd-96d0-0881f9742b15,, 
336518 ,40152, Dipple  XD ,63157010,Hour,Hour.Cmd,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,cmd,6010,57.61401237,-3.112230036,333650.000775416,858770.000091786,-346451.862839051,7886666.95039377, Web  Mercator ,8760,,,GWL,0,1/336518/GWL/Hour.Cmd,162620,1,Stations,0,,---,PT1H,40153,,,,,,,,46a7ab67-be1e-49b5-a3ab-76e7d63149a7,, 
336526 ,40156,Newbridge,63168010,CalendarYear.Mean,CYear.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,55.0929593,-3.644453696,295150.000752494,578849.999544094,-405698.729658384,7379928.55989844, Web  Mercator ,1,,,GWL,0,1/336526/GWL/CYear.Mean,162620,1,Stations,0,,---,P1Y,40157,,,,,,,,3fdd93bb-1650-4b5a-8d07-e16f919214ce,, 
336526 ,40156,Newbridge,63174010,HydrologicalYear.Max,HYear.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,55.0929593,-3.644453696,295150.000752494,578849.999544094,-405698.729658384,7379928.55989844, Web  Mercator ,1,,,GWL,0,1/336526/GWL/HYear.Max,162620,1,Stations,0,,---,P1Y,40157,,,,,,,,5973141b-c9a7-46c3-a0ce-d7ead7180edf,, 
336526 ,40156,Newbridge,63178010,LongTermValue.Month.Mean,LTV.CMonth.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,55.0929593,-3.644453696,295150.000752494,578849.999544094,-405698.729658384,7379928.55989844, Web  Mercator ,12,,,GWL,0,1/336526/GWL/LTV.CMonth.Mean,162620,1,Stations,0,,---,P1M,40157,,,,,,,,5ec772bf-54ba-487b-939b-dfcb9b0c5fa3,, 
340431 ,40172, Maverston  Farm  BH3 ,63208010,HydrologicalYear.Min,HYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,57.6566082,-3.169188924,330329.000793834,863569.000304883,-352792.497247363,7895524.95620012, Web  Mercator ,1,,,GWL,0,1/340431/GWL/HYear.Min,162620,1,Stations,0,,---,P1Y,40173,,,,,,,,6eb97979-61b8-4b2d-b0b2-ffa4e8228a7a,, 
340431 ,40172, Maverston  Farm  BH3 ,63214010,Month.Min,CMonth.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,57.6566082,-3.169188924,330329.000793834,863569.000304883,-352792.497247363,7895524.95620012, Web  Mercator ,12,,,GWL,0,1/340431/GWL/CMonth.Min,162620,1,Stations,0,,---,P1M,40173,,,,,,,,75233f5e-5484-4d78-b642-1b555686c792,, 
348936 ,40192, Mains  of  Balgavies  Deep  sst  Obs  BH ,63236010,Day.Min,CDay.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,56.65231898,-2.761840366,353387.000797183,751427.999671493,-307446.663195428,7689385.2181395, Web  Mercator ,365,,,GWL,0,1/348936/GWL/CDay.Min,162620,1,Stations,0,,---,P1D,40193,,,,,,,,31027172-01d7-47de-b0d4-580d9277f319,, 
348939 ,40196, Mains  of  Balgavies  Shallow  Sst  Bedrock  B ,63251010,Day.Mean,CDay.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.65229203,-2.761839822,353387.000818704,751424.999536498,-307446.602637625,7689379.76069, Web  Mercator ,365,,,GWL,0,1/348939/GWL/CDay.Mean,162620,1,Stations,0,,---,P1D,40197,,,,,,,,18018825-461a-41d4-95df-181df44f4a8d,, 
348944 ,40200, Kirkton  Mill  Drift  Obs  BH ,63266010,Day.Max,CDay.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,56.63549217,-2.564568378,365467.000848818,749438.000527927,-285486.445943492,7685978.50144659, Web  Mercator ,365,,,GWL,0,1/348944/GWL/CDay.Max,162620,1,Stations,0,,---,P1D,40201,,,,,,,,0cfdbdd7-592f-4def-a0ff-14b56f4b32c7,, 
348944 ,40200, Kirkton  Mill  Drift  Obs  BH ,63270010,HydrologicalYear.Max,HYear.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,56.63549217,-2.564568378,365467.000848818,749438.000527927,-285486.445943492,7685978.50144659, Web  Mercator ,1,,,GWL,0,1/348944/GWL/HYear.Max,162620,1,Stations,0,,---,P1Y,40201,,,,,,,,aef970e9-4b15-4e92-9f43-344f1a76b602,, 
348956 ,40208, Crombie  Country  Park  Obs  BH ,63299010,Day.Mean,CDay.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.56228908,-2.777830007,352293.00079993,741417.999994117,-309226.621889516,7671175.63200248, Web  Mercator ,365,,,GWL,0,1/348956/GWL/CDay.Mean,162620,1,Stations,0,,---,P1D,40209,,,,,,,,d8154b7f-185a-43ea-a27a-a460de8a74f0,, 
365222 ,40239, Deerdykes  Wood  Shallow  Bedrock  BH ,63311010,CalendarYear.Max,CYear.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,57.3937898,-2.200328735,388058.000846045,833726.000034597,-244939.474358008,7841035.47432593, Web  Mercator ,1,,,GWL,0,1/365222/GWL/CYear.Max,162620,1,Stations,0,,---,P1Y,40240,,,,,,,,a53e12cc-4e21-42f0-a35d-c8ea31653ec0,, 
365222 ,40239, Deerdykes  Wood  Shallow  Bedrock  BH ,63314010,Day.Max,CDay.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,57.3937898,-2.200328735,388058.000846045,833726.000034597,-244939.474358008,7841035.47432593, Web  Mercator ,365,,,GWL,0,1/365222/GWL/CDay.Max,162620,1,Stations,0,,---,P1D,40240,,,,,,,,6c7e1fc0-305a-4a7a-a96d-25b3b3129ebf,, 
365222 ,40239, Deerdykes  Wood  Shallow  Bedrock  BH ,63316010,Day.Min,CDay.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,57.3937898,-2.200328735,388058.000846045,833726.000034597,-244939.474358008,7841035.47432593, Web  Mercator ,365,,,GWL,0,1/365222/GWL/CDay.Min,162620,1,Stations,0,,---,P1D,40240,,,,,,,,6bfd97f3-418e-4a04-b439-b2c9cbc40ebf,, 
365222 ,40239, Deerdykes  Wood  Shallow  Bedrock  BH ,63323010,LongTermValues.Month.Min,LTV.CMonth.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,57.3937898,-2.200328735,388058.000846045,833726.000034597,-244939.474358008,7841035.47432593, Web  Mercator ,12,,,GWL,0,1/365222/GWL/LTV.CMonth.Min,162620,1,Stations,0,,---,P1M,40240,,,,,,,,e7f2f02a-f597-49e0-a42f-e8bf2553fbfe,, 
365223 ,40243, Deerdykes  Wood  Deep  Bedrock  Borehole ,63330010,Day.Max,CDay.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,57.39375416,-2.200145532,388069.000833065,833721.999937394,-244919.080293336,7841028.11172839, Web  Mercator ,365,,,GWL,0,1/365223/GWL/CDay.Max,162620,1,Stations,0,,---,P1D,40244,,,,,,,,7e68b941-5c14-46eb-8bff-516100991181,, 
365224 ,40247, Prop  of  Ythsie  Borehole ,63345010,CalendarYear.Min,CYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,57.37044329,-2.2006336,388032.000804131,831126.999751742,-244973.411774568,7836214.02871749, Web  Mercator ,1,,,GWL,0,1/365224/GWL/CYear.Min,162620,1,Stations,0,,---,P1Y,40248,,,,,,,,30a85e5e-ed59-4c9d-8a79-2f1537af8a39,, 
365224 ,40247, Prop  of  Ythsie  Borehole ,63347010,Day.Mean,CDay.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,57.37044329,-2.2006336,388032.000804131,831126.999751742,-244973.411774568,7836214.02871749, Web  Mercator ,365,,,GWL,0,1/365224/GWL/CDay.Mean,162620,1,Stations,0,,---,P1D,40248,,,,,,,,1177dfff-342d-4ea2-bf0a-1963c0e8de7c,, 
365226 ,40251, Redmoss  Oldtown  BH ,63359010,CalendarYear.Max,CYear.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,57.38006252,-2.292871618,382489.000811708,832218.000134957,-255241.300970109,7838200.18909788, Web  Mercator ,1,,,GWL,0,1/365226/GWL/CYear.Max,162620,1,Stations,0,,---,P1Y,40252,,,,,,,,b59992ac-97fb-4f22-8912-a9cbd37a3ae7,, 
